STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/10/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/11/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/12/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/13/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/14/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/15/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/16/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/17/2020,,,,,,,0,",,N",0,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/18/2020,,,,,,,6.9,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US1CASS0007,"OAKDALE 2.4 NE, CA US",37.794471,-120.823886,61,5/19/2020,,,,,,,7.6,",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
